x_local,y_local,utm_e,utm_n,lon,lat,rl
715.593,217.679,706822.520,953935.580,76.8794575,8.6252992,89.013
715.623,117.319,706822.550,953835.220,76.8794533,8.6243919,79.708
715.673,104.569,706822.600,953822.470,76.8794532,8.6242766,79.035
716.323,210.169,706823.250,953928.070,76.8794638,8.6252312,88.604
716.513,188.859,706823.440,953906.760,76.8794646,8.6250386,86.931
716.793,199.819,706823.720,953917.720,76.8794676,8.6251377,88.072
716.853,139.219,706823.780,953857.120,76.8794655,8.6245898,83.412
717.063,114.109,706823.990,953832.010,76.8794663,8.6243628,79.542
717.313,158.869,706824.240,953876.770,76.8794705,8.6247674,83.779
717.433,184.319,706824.360,953902.220,76.8794728,8.6249975,84.708
717.463,108.469,706824.390,953826.370,76.8794696,8.6243118,79.232
717.533,73.109,706824.460,953791.010,76.8794687,8.6239921,79.162
717.623,91.469,706824.550,953809.370,76.8794703,8.6241581,78.630
717.673,130.289,706824.600,953848.190,76.8794725,8.6245090,80.516
717.743,131.379,706824.670,953849.280,76.8794732,8.6245189,80.609
717.853,101.019,706824.780,953818.920,76.8794729,8.6242444,78.939
717.933,174.909,706824.860,953892.810,76.8794769,8.6249124,84.138
717.993,194.829,706824.920,953912.730,76.8794783,8.6250925,87.309
718.363,151.299,706825.290,953869.200,76.8794797,8.6246989,83.593
718.393,194.229,706825.320,953912.130,76.8794819,8.6250870,87.042
718.723,106.959,706825.650,953824.860,76.8794810,8.6242981,79.153
719.133,119.529,706826.060,953837.430,76.8794853,8.6244117,79.893
719.333,214.679,706826.260,953932.580,76.8794914,8.6252719,88.672
720.073,93.589,706827.000,953811.490,76.8794927,8.6241772,78.709
720.183,207.629,706827.110,953925.530,76.8794988,8.6252081,88.206
720.243,142.899,706827.170,953860.800,76.8794964,8.6246229,83.489
720.393,97.869,706827.320,953815.770,76.8794958,8.6242158,78.798
720.623,67.399,706827.550,953785.300,76.8794965,8.6239404,79.486
720.653,162.489,706827.580,953880.390,76.8795010,8.6248000,83.918
721.023,187.269,706827.950,953905.170,76.8795055,8.6250240,84.769
721.103,102.689,706828.030,953820.590,76.8795025,8.6242594,79.097
721.773,155.339,706828.700,953873.240,76.8795109,8.6247353,83.727
721.783,197.079,706828.710,953914.980,76.8795129,8.6251127,87.802
721.903,192.429,706828.830,953910.330,76.8795137,8.6250706,86.418
721.923,136.429,706828.850,953854.330,76.8795114,8.6245644,80.885
722.093,104.679,706829.020,953822.580,76.8795115,8.6242773,79.349
722.173,169.299,706829.100,953887.200,76.8795152,8.6248615,84.050
722.473,115.709,706829.400,953833.610,76.8795155,8.6243770,79.674
722.583,115.259,706829.510,953833.160,76.8795165,8.6243729,79.701
723.103,99.829,706830.030,953817.730,76.8795205,8.6242334,78.896
723.113,169.549,706830.040,953887.450,76.8795237,8.6248637,84.129
723.133,179.889,706830.060,953897.790,76.8795243,8.6249572,84.164
723.203,147.359,706830.130,953865.260,76.8795235,8.6246631,83.584
723.383,112.629,706830.310,953830.530,76.8795236,8.6243491,79.546
723.623,96.809,706830.550,953814.710,76.8795251,8.6242061,78.730
723.713,111.289,706830.640,953829.190,76.8795265,8.6243370,79.559
723.773,124.859,706830.700,953842.760,76.8795277,8.6244597,80.203
723.943,213.969,706830.870,953931.870,76.8795332,8.6252653,88.668
724.333,138.139,706831.260,953856.040,76.8795334,8.6245797,80.934
724.573,122.799,706831.500,953840.700,76.8795349,8.6244410,79.980
724.593,101.449,706831.520,953819.350,76.8795341,8.6242480,79.001
724.733,205.409,706831.660,953923.310,76.8795400,8.6251878,87.910
724.793,194.909,706831.720,953912.810,76.8795401,8.6250929,87.706
725.113,138.069,706832.040,953855.970,76.8795405,8.6245790,80.904
725.203,159.379,706832.130,953877.280,76.8795422,8.6247717,83.873
726.073,108.529,706833.000,953826.430,76.8795479,8.6243119,79.466
726.253,182.989,706833.180,953900.890,76.8795528,8.6249851,84.373
726.333,194.259,706833.260,953912.160,76.8795541,8.6250870,85.972
726.413,150.789,706833.340,953868.690,76.8795528,8.6246940,83.581
726.463,164.469,706833.390,953882.370,76.8795539,8.6248176,84.201
726.543,131.229,706833.470,953849.130,76.8795531,8.6245171,80.600
727.063,211.249,706833.990,953929.150,76.8795614,8.6252405,88.296
727.363,119.219,706834.290,953837.120,76.8795601,8.6244085,79.871
727.673,99.089,706834.600,953816.990,76.8795620,8.6242265,79.160
727.713,99.019,706834.640,953816.920,76.8795623,8.6242259,79.147
728.033,174.399,706834.960,953892.300,76.8795686,8.6249073,84.179
728.143,119.999,706835.070,953837.900,76.8795672,8.6244155,79.918
728.263,189.259,706835.190,953907.160,76.8795714,8.6250417,85.409
728.453,113.869,706835.380,953831.770,76.8795697,8.6243601,79.614
728.493,113.909,706835.420,953831.810,76.8795701,8.6243605,79.617
728.843,105.519,706835.770,953823.420,76.8795729,8.6242846,79.124
729.713,192.669,706836.640,953910.570,76.8795847,8.6250724,85.519
729.923,203.159,706836.850,953921.060,76.8795871,8.6251673,87.623
730.423,159.699,706837.350,953877.600,76.8795897,8.6247743,83.956
730.463,155.169,706837.390,953873.070,76.8795898,8.6247334,83.624
730.473,201.959,706837.400,953919.860,76.8795920,8.6251564,85.816
730.603,126.549,706837.530,953844.450,76.8795898,8.6244747,80.238
730.663,126.539,706837.590,953844.440,76.8795904,8.6244746,80.224
730.693,133.629,706837.620,953851.530,76.8795910,8.6245387,80.652
730.753,146.169,706837.680,953864.070,76.8795921,8.6246520,81.259
731.613,102.149,706838.540,953820.050,76.8795979,8.6242540,79.134
731.943,93.759,706838.870,953811.660,76.8796005,8.6241782,78.539
732.093,93.589,706839.020,953811.490,76.8796019,8.6241766,79.280
732.133,93.649,706839.060,953811.550,76.8796022,8.6241772,79.271
732.533,108.899,706839.460,953826.800,76.8796066,8.6243150,79.214
732.743,208.529,706839.670,953926.430,76.8796129,8.6252157,87.908
733.073,117.289,706840.000,953835.190,76.8796118,8.6243908,79.796
733.543,140.489,706840.470,953858.390,76.8796172,8.6246005,80.855
733.613,190.869,706840.540,953908.770,76.8796200,8.6250560,85.203
733.883,181.269,706840.810,953899.170,76.8796221,8.6249692,84.006
733.993,200.169,706840.920,953918.070,76.8796239,8.6251401,85.505
734.123,206.019,706841.050,953923.920,76.8796253,8.6251929,85.536
734.193,157.019,706841.120,953874.920,76.8796238,8.6247500,83.342
734.243,131.299,706841.170,953849.200,76.8796231,8.6245174,80.508
734.633,122.069,706841.560,953839.970,76.8796262,8.6244340,80.010
735.003,126.229,706841.930,953844.130,76.8796298,8.6244716,80.184
735.003,174.309,706841.930,953892.210,76.8796319,8.6249062,84.045
735.993,86.839,706842.920,953804.740,76.8796370,8.6241154,79.167
736.353,184.919,706843.280,953902.820,76.8796447,8.6250021,84.045
736.713,105.899,706843.640,953823.800,76.8796444,8.6242877,79.317
736.773,177.369,706843.700,953895.270,76.8796481,8.6249338,83.964
737.043,141.349,706843.970,953859.250,76.8796490,8.6246082,80.892
737.723,113.429,706844.650,953831.330,76.8796539,8.6243557,79.507
737.853,98.589,706844.780,953816.490,76.8796544,8.6242216,79.421
737.903,187.969,706844.830,953905.870,76.8796589,8.6250296,84.940
737.973,197.849,706844.900,953915.750,76.8796600,8.6251189,85.302
738.333,161.539,706845.260,953879.440,76.8796616,8.6247906,83.365
738.353,136.739,706845.280,953854.640,76.8796607,8.6245664,80.724
738.403,79.839,706845.330,953797.740,76.8796586,8.6240520,79.878
738.613,156.929,706845.540,953874.830,76.8796639,8.6247489,81.685
738.643,144.319,706845.570,953862.220,76.8796636,8.6246349,80.993
739.473,117.069,706846.400,953834.970,76.8796700,8.6243886,79.780
739.473,187.439,706846.400,953905.340,76.8796731,8.6250247,83.903
739.523,125.509,706846.450,953843.410,76.8796708,8.6244649,80.179
739.833,203.129,706846.760,953921.030,76.8796771,8.6251666,85.332
740.633,182.569,706847.560,953900.470,76.8796834,8.6249806,83.639
741.223,93.239,706848.150,953811.140,76.8796848,8.6241730,79.602
741.523,165.069,706848.450,953882.970,76.8796907,8.6248224,83.416
741.703,101.089,706848.630,953818.990,76.8796895,8.6242440,79.552
741.863,110.229,706848.790,953828.130,76.8796914,8.6243266,79.495
742.183,195.469,706849.110,953913.370,76.8796981,8.6250972,85.052
742.323,132.669,706849.250,953850.570,76.8796966,8.6245295,80.540
742.333,81.159,706849.260,953799.060,76.8796943,8.6240638,79.760
742.653,149.189,706849.580,953867.090,76.8797003,8.6246788,81.122
743.313,185.569,706850.240,953903.470,76.8797079,8.6250077,83.682
743.403,194.689,706850.330,953912.590,76.8797091,8.6250901,84.033
743.423,120.629,706850.350,953838.530,76.8797060,8.6244206,79.754
743.723,148.579,706850.650,953866.480,76.8797100,8.6246732,81.051
744.153,346.529,706851.080,954064.430,76.8797227,8.6264628,92.201
744.393,142.089,706851.320,953859.990,76.8797158,8.6246145,80.887
744.573,340.709,706851.500,954058.610,76.8797263,8.6264101,92.394
745.033,168.779,706851.960,953886.680,76.8797228,8.6248558,83.427
745.363,165.389,706852.290,953883.290,76.8797256,8.6248251,81.784
745.483,200.939,706852.410,953918.840,76.8797283,8.6251465,85.040
745.773,114.609,706852.700,953832.510,76.8797271,8.6243660,79.620
746.043,153.589,706852.970,953871.490,76.8797313,8.6247184,81.312
746.533,131.519,706853.460,953849.420,76.8797347,8.6245189,80.447
746.553,131.499,706853.480,953849.400,76.8797349,8.6245187,80.459
746.573,200.639,706853.500,953918.540,76.8797382,8.6251437,84.282
746.833,97.029,706853.760,953814.930,76.8797359,8.6242071,79.719
746.943,192.809,706853.870,953910.710,76.8797412,8.6250729,83.961
746.993,192.809,706853.920,953910.710,76.8797417,8.6250729,83.959
747.313,146.269,706854.240,953864.170,76.8797425,8.6246522,81.037
747.323,347.459,706854.250,954065.360,76.8797516,8.6264710,92.201
747.333,104.079,706854.260,953821.980,76.8797408,8.6242708,79.702
747.463,346.979,706854.390,954064.880,76.8797528,8.6264667,92.201
747.523,183.419,706854.450,953901.320,76.8797461,8.6249880,83.474
747.573,171.769,706854.500,953889.670,76.8797460,8.6248827,83.395
747.693,341.639,706854.620,954059.540,76.8797547,8.6264184,92.394
747.803,357.959,706854.730,954075.860,76.8797564,8.6265659,92.089
747.813,160.429,706854.740,953878.330,76.8797477,8.6247802,81.624
747.833,341.159,706854.760,954059.060,76.8797559,8.6264140,92.394
747.873,84.989,706854.800,953802.890,76.8797448,8.6240982,79.860
748.033,399.399,706854.960,954117.300,76.8797604,8.6269405,92.342
748.103,138.649,706855.030,953856.550,76.8797493,8.6245833,80.706
748.513,356.089,706855.440,954073.990,76.8797628,8.6265490,92.382
748.653,355.609,706855.580,954073.510,76.8797640,8.6265446,92.382
749.143,385.919,706856.070,954103.820,76.8797698,8.6268186,92.317
749.183,118.189,706856.110,953836.090,76.8797582,8.6243982,79.772
749.183,339.399,706856.110,954057.300,76.8797681,8.6263981,92.425
749.233,365.029,706856.160,954082.930,76.8797697,8.6266298,92.087
749.603,373.489,706856.530,954091.390,76.8797735,8.6267062,92.202
749.823,174.139,706856.750,953892.040,76.8797665,8.6249040,83.376
749.883,198.259,706856.810,953916.160,76.8797682,8.6251221,84.015
749.973,156.469,706856.900,953874.370,76.8797671,8.6247443,81.373
750.333,171.689,706857.260,953889.590,76.8797711,8.6248819,82.304
750.573,150.999,706857.500,953868.900,76.8797723,8.6246948,81.178
750.773,190.119,706857.700,953908.020,76.8797759,8.6250485,83.773
750.903,177.279,706857.830,953895.180,76.8797765,8.6249324,82.674
751.023,343.449,706857.950,954061.350,76.8797850,8.6264346,92.161
751.113,358.939,706858.040,954076.840,76.8797865,8.6265746,92.089
751.243,165.469,706858.170,953883.370,76.8797791,8.6248256,81.842
751.253,358.459,706858.180,954076.360,76.8797878,8.6265703,92.089
751.493,400.429,706858.420,954118.330,76.8797918,8.6269497,92.342
751.623,136.969,706858.550,953854.870,76.8797812,8.6245679,80.599
751.633,399.949,706858.560,954117.850,76.8797931,8.6269454,92.342
751.653,180.429,706858.580,953898.330,76.8797834,8.6249608,83.539
751.663,126.149,706858.590,953844.050,76.8797811,8.6244701,79.968
751.673,407.309,706858.600,954125.210,76.8797938,8.6270119,96.915
752.203,102.459,706859.130,953820.360,76.8797850,8.6242559,79.848
752.383,90.479,706859.310,953808.380,76.8797861,8.6241476,79.840
752.383,180.299,706859.310,953898.200,76.8797901,8.6249596,82.420
752.543,340.399,706859.470,954058.300,76.8797987,8.6264070,92.425
752.603,386.939,706859.530,954104.840,76.8798013,8.6268277,92.317
752.683,339.919,706859.610,954057.820,76.8797999,8.6264026,92.425
752.683,366.049,706859.610,954083.950,76.8798011,8.6266388,92.087
752.743,386.459,706859.670,954104.360,76.8798026,8.6268234,92.317
752.823,365.569,706859.750,954083.470,76.8798024,8.6266345,92.087
752.963,374.479,706859.890,954092.380,76.8798040,8.6267150,92.202
752.983,156.799,706859.910,953874.700,76.8797945,8.6247471,81.312
753.003,121.669,706859.930,953839.570,76.8797931,8.6244295,79.870
753.103,373.999,706860.030,954091.900,76.8798053,8.6267107,92.202
753.173,196.179,706860.100,953914.080,76.8797980,8.6251031,83.916
753.183,156.599,706860.110,953874.500,76.8797963,8.6247453,81.339
753.443,390.179,706860.370,954108.080,76.8798091,8.6268570,92.342
753.583,113.709,706860.510,953831.610,76.8797980,8.6243576,79.897
754.033,170.709,706860.960,953888.610,76.8798046,8.6248728,82.153
754.373,344.449,706861.300,954062.350,76.8798155,8.6264435,92.161
754.513,343.969,706861.440,954061.870,76.8798167,8.6264391,92.161
754.743,163.229,706861.670,953881.130,76.8798107,8.6248052,81.601
755.163,407.779,706862.090,954125.680,76.8798255,8.6270160,96.648
755.293,108.139,706862.220,953826.040,76.8798133,8.6243071,79.961
755.333,146.649,706862.260,953864.550,76.8798154,8.6246553,80.951
755.363,187.529,706862.290,953905.430,76.8798175,8.6250248,83.487
755.583,178.899,706862.510,953896.800,76.8798191,8.6249468,82.292
755.813,144.849,706862.740,953862.750,76.8798196,8.6246390,80.878
755.913,144.629,706862.840,953862.530,76.8798205,8.6246370,80.858
756.043,122.359,706862.970,953840.260,76.8798207,8.6244356,79.972
756.213,187.289,706863.140,953905.190,76.8798252,8.6250226,82.424
756.463,365.829,706863.390,954083.730,76.8798354,8.6266367,92.078
756.633,94.829,706863.560,953812.730,76.8798249,8.6241867,79.914
756.843,391.179,706863.770,954109.080,76.8798400,8.6268658,92.342
756.983,390.699,706863.910,954108.600,76.8798413,8.6268615,92.342
757.323,350.749,706864.250,954068.650,76.8798426,8.6265003,93.591
757.403,132.539,706864.330,953850.440,76.8798335,8.6245276,80.248
757.423,167.939,706864.350,953885.840,76.8798353,8.6248476,81.804
757.463,350.269,706864.390,954068.170,76.8798438,8.6264960,93.591
757.913,98.119,706864.840,953816.020,76.8798366,8.6242164,79.852
757.913,408.029,706864.840,954125.930,76.8798505,8.6270181,94.180
757.943,408.679,706864.870,954126.580,76.8798508,8.6270240,94.070
758.013,186.109,706864.940,953904.010,76.8798415,8.6250119,82.364
758.263,171.289,706865.190,953889.190,76.8798431,8.6248779,82.079
758.533,115.809,706865.460,953833.710,76.8798431,8.6243763,80.117
758.553,192.959,706865.480,953910.860,76.8798467,8.6250738,83.460
758.593,177.269,706865.520,953895.170,76.8798463,8.6249319,81.988
759.013,391.509,706865.940,954109.410,76.8798597,8.6268687,92.019
759.203,373.199,706866.130,954091.100,76.8798606,8.6267032,92.118
759.213,101.729,706866.140,953819.630,76.8798486,8.6242490,79.872
759.383,149.829,706866.310,953867.730,76.8798523,8.6246838,81.055
759.823,366.829,706866.750,954084.730,76.8798660,8.6266456,92.078
759.923,380.539,706866.850,954098.440,76.8798675,8.6267695,92.121
759.953,124.429,706866.880,953842.330,76.8798563,8.6244542,80.120
759.963,366.349,706866.890,954084.250,76.8798672,8.6266412,92.078
760.063,155.389,706866.990,953873.290,76.8798587,8.6247341,81.235
760.253,415.309,706867.180,954133.210,76.8798721,8.6270838,92.682
760.773,106.009,706867.700,953823.910,76.8798630,8.6242876,80.104
760.773,385.659,706867.700,954103.560,76.8798755,8.6268158,91.796
760.793,191.499,706867.720,953909.400,76.8798670,8.6250605,82.571
760.823,411.279,706867.750,954129.180,76.8798771,8.6270474,92.720
761.053,175.919,706867.980,953893.820,76.8798686,8.6249196,81.962
761.093,424.489,706868.020,954142.390,76.8798801,8.6271668,92.517
761.133,352.159,706868.060,954070.060,76.8798772,8.6265129,91.705
761.453,183.979,706868.380,953901.880,76.8798726,8.6249925,82.239
761.623,119.459,706868.550,953837.360,76.8798713,8.6244092,80.263
761.623,139.429,706868.550,953857.330,76.8798722,8.6245897,80.440
761.883,444.379,706868.810,954162.280,76.8798882,8.6273466,92.435
762.413,392.519,706869.340,954110.420,76.8798907,8.6268777,92.019
762.463,374.169,706869.390,954092.070,76.8798903,8.6267118,92.118
762.483,463.329,706869.410,954181.230,76.8798945,8.6275179,93.747
762.503,452.419,706869.430,954170.320,76.8798942,8.6274192,93.665
762.563,392.039,706869.490,954109.940,76.8798920,8.6268734,92.019
762.603,373.689,706869.530,954091.590,76.8798916,8.6267075,92.118
762.693,433.589,706869.620,954151.490,76.8798951,8.6272490,92.670
762.973,166.069,706869.900,953883.970,76.8798856,8.6248305,81.760
763.093,462.489,706870.020,954180.390,76.8799000,8.6275102,95.667
763.113,110.139,706870.040,953828.040,76.8798844,8.6243249,80.214
763.243,398.099,706870.170,954116.000,76.8798985,8.6269281,92.214
763.243,462.009,706870.170,954179.910,76.8799013,8.6275059,95.667
763.383,381.559,706870.310,954099.460,76.8798990,8.6267786,92.121
763.463,170.339,706870.390,953888.240,76.8798903,8.6248691,81.930
763.523,381.079,706870.450,954098.980,76.8799002,8.6267742,92.121
763.593,134.609,706870.520,953852.510,76.8798899,8.6245461,80.396
763.603,416.299,706870.530,954134.200,76.8799025,8.6270926,92.682
763.733,128.859,706870.660,953846.760,76.8798909,8.6244941,80.246
763.753,415.819,706870.680,954133.720,76.8799039,8.6270883,92.682
764.183,412.279,706871.110,954130.180,76.8799076,8.6270563,92.720
764.213,425.419,706871.140,954143.320,76.8799085,8.6271751,92.517
764.223,386.679,706871.150,954104.580,76.8799069,8.6268248,91.796
764.323,411.799,706871.250,954129.700,76.8799089,8.6270519,92.720
764.353,424.939,706871.280,954142.840,76.8799097,8.6271707,92.517
764.373,386.199,706871.300,954104.100,76.8799082,8.6268205,91.796
764.513,338.639,706871.440,954056.540,76.8799073,8.6263905,92.049
764.583,353.179,706871.510,954071.080,76.8799086,8.6265220,91.705
764.693,162.899,706871.620,953880.800,76.8799011,8.6248018,81.640
764.723,182.629,706871.650,953900.530,76.8799023,8.6249801,82.213
764.723,352.699,706871.650,954070.600,76.8799099,8.6265176,91.705
764.733,361.159,706871.660,954079.060,76.8799103,8.6265941,92.041
764.773,424.949,706871.700,954142.850,76.8799136,8.6271708,92.325
764.873,156.469,706871.800,953874.370,76.8799025,8.6247436,81.359
765.233,344.649,706872.160,954062.550,76.8799141,8.6264448,92.070
765.283,445.389,706872.210,954163.290,76.8799191,8.6273555,92.435
765.293,378.019,706872.220,954095.920,76.8799162,8.6267465,92.077
765.423,444.909,706872.350,954162.810,76.8799204,8.6273512,92.435
765.453,146.679,706872.380,953864.580,76.8799073,8.6246551,80.708
765.543,188.449,706872.470,953906.350,76.8799100,8.6250327,82.294
765.583,173.529,706872.510,953891.430,76.8799097,8.6248978,81.675
765.793,464.309,706872.720,954182.210,76.8799246,8.6275266,93.747
765.913,453.429,706872.840,954171.330,76.8799252,8.6274282,93.665
765.933,463.829,706872.860,954181.730,76.8799258,8.6275222,93.747
766.003,354.819,706872.930,954072.720,76.8799216,8.6265367,92.340
766.003,434.569,706872.930,954152.470,76.8799252,8.6272577,92.670
766.053,452.949,706872.980,954170.850,76.8799264,8.6274239,93.665
766.073,371.299,706873.000,954089.200,76.8799230,8.6266857,92.022
766.143,354.339,706873.070,954072.240,76.8799228,8.6265324,92.340
766.143,434.089,706873.070,954151.990,76.8799264,8.6272533,92.670
766.363,467.179,706873.290,954185.080,76.8799299,8.6275525,93.711
766.503,399.069,706873.430,954116.970,76.8799281,8.6269367,92.214
766.513,132.689,706873.440,953850.590,76.8799163,8.6245286,80.374
766.643,398.589,706873.570,954116.490,76.8799294,8.6269324,92.214
767.003,139.839,706873.930,953857.740,76.8799211,8.6245932,80.564
767.083,123.899,706874.010,953841.800,76.8799211,8.6244491,80.515
767.503,415.389,706874.430,954133.290,76.8799379,8.6270842,92.296
767.583,385.779,706874.510,954103.680,76.8799373,8.6268165,91.734
767.853,433.609,706874.780,954151.510,76.8799419,8.6272489,92.161
767.893,425.879,706874.820,954143.780,76.8799419,8.6271790,92.325
767.913,141.329,706874.840,953859.230,76.8799294,8.6246066,80.629
767.963,339.659,706874.890,954057.560,76.8799387,8.6263996,92.049
768.033,425.399,706874.960,954143.300,76.8799432,8.6271747,92.325
768.103,339.179,706875.030,954057.080,76.8799400,8.6263952,92.049
768.113,115.769,706875.040,953833.670,76.8799301,8.6243755,80.288
768.183,362.179,706875.110,954080.080,76.8799417,8.6266032,92.041
768.323,361.699,706875.250,954079.600,76.8799430,8.6265988,92.041
768.553,378.979,706875.480,954096.880,76.8799458,8.6267550,92.077
768.593,345.639,706875.520,954063.540,76.8799447,8.6264536,92.070
768.623,162.399,706875.550,953880.300,76.8799368,8.6247971,81.719
768.693,378.499,706875.620,954096.400,76.8799471,8.6267507,92.077
768.733,345.159,706875.660,954063.060,76.8799460,8.6264493,92.070
768.743,180.839,706875.670,953898.740,76.8799387,8.6249638,82.029
768.833,475.439,706875.760,954193.340,76.8799527,8.6276270,93.929
768.923,459.469,706875.850,954177.370,76.8799528,8.6274827,93.651
769.033,349.989,706875.960,954067.890,76.8799489,8.6264929,92.694
769.093,453.229,706876.020,954171.130,76.8799541,8.6274262,93.576
769.173,349.509,706876.100,954067.410,76.8799502,8.6264886,92.694
769.183,137.129,706876.110,953855.030,76.8799408,8.6245686,80.589
769.183,406.289,706876.110,954124.190,76.8799528,8.6270019,92.177
769.383,473.729,706876.310,954191.630,76.8799576,8.6276116,95.462
769.393,180.609,706876.320,953898.510,76.8799446,8.6249617,82.147
769.473,372.309,706876.400,954090.210,76.8799539,8.6266947,92.022
769.533,473.249,706876.460,954191.150,76.8799590,8.6276072,95.462
769.613,371.829,706876.540,954089.730,76.8799552,8.6266903,92.022
769.723,468.169,706876.650,954186.070,76.8799605,8.6275613,93.711
769.863,467.689,706876.790,954185.590,76.8799617,8.6275569,93.711
769.963,349.499,706876.890,954067.400,76.8799573,8.6264885,92.555
769.983,349.919,706876.910,954067.820,76.8799575,8.6264922,92.522
770.033,366.029,706876.960,954083.930,76.8799587,8.6266379,92.080
770.103,349.019,706877.030,954066.920,76.8799586,8.6264841,92.555
770.123,349.439,706877.050,954067.340,76.8799588,8.6264879,92.522
770.283,171.659,706877.210,953889.560,76.8799523,8.6248807,81.270
770.293,154.149,706877.220,953872.050,76.8799516,8.6247224,81.199
770.763,416.359,706877.690,954134.260,76.8799676,8.6270929,92.296
770.883,386.759,706877.810,954104.660,76.8799674,8.6268253,91.734
770.903,415.879,706877.830,954133.780,76.8799688,8.6270885,92.296
771.033,386.279,706877.960,954104.180,76.8799687,8.6268209,91.734
771.163,434.589,706878.090,954152.490,76.8799720,8.6272576,92.161
771.173,185.209,706878.100,953903.110,76.8799610,8.6250032,82.162
771.223,129.469,706878.150,953847.370,76.8799589,8.6244992,80.589
771.303,434.109,706878.230,954152.010,76.8799733,8.6272533,92.161
771.433,470.709,706878.360,954188.610,76.8799761,8.6275842,93.745
771.543,350.879,706878.470,954068.780,76.8799717,8.6265009,91.667
771.673,357.869,706878.600,954075.770,76.8799732,8.6265640,92.093
771.843,374.629,706878.770,954092.530,76.8799755,8.6267156,92.004
771.943,118.729,706878.870,953836.630,76.8799650,8.6244021,80.485
772.113,141.969,706879.040,953859.870,76.8799676,8.6246122,80.683
772.113,448.999,706879.040,954166.900,76.8799813,8.6273879,93.519
772.243,476.449,706879.170,954194.350,76.8799837,8.6276360,93.929
772.333,460.469,706879.260,954178.370,76.8799838,8.6274916,93.651
772.383,475.969,706879.310,954193.870,76.8799850,8.6276317,93.929
772.473,459.989,706879.400,954177.890,76.8799851,8.6274872,93.651
772.493,454.229,706879.420,954172.130,76.8799850,8.6274351,93.576
772.583,407.299,706879.510,954125.200,76.8799837,8.6270109,92.177
772.623,344.259,706879.550,954062.160,76.8799813,8.6264410,92.085
772.633,453.749,706879.560,954171.650,76.8799862,8.6274308,93.576
772.653,385.859,706879.580,954103.760,76.8799834,8.6268170,91.697
772.733,406.819,706879.660,954124.720,76.8799851,8.6270065,92.177
772.963,392.039,706879.890,954109.940,76.8799865,8.6268729,92.158
773.253,178.379,706880.180,953896.280,76.8799796,8.6249413,81.729
773.333,367.009,706880.260,954084.910,76.8799887,8.6266466,92.080
773.483,366.529,706880.410,954084.430,76.8799901,8.6266423,92.080
773.723,336.999,706880.650,954054.900,76.8799909,8.6263753,92.093
773.733,443.389,706880.660,954161.290,76.8799958,8.6273371,92.537
773.873,419.389,706880.800,954137.290,76.8799960,8.6271201,92.117
773.983,134.179,706880.910,953852.080,76.8799842,8.6245417,80.665
773.993,158.999,706880.920,953876.900,76.8799854,8.6247661,81.397
774.223,484.759,706881.150,954202.660,76.8800021,8.6277111,93.818
774.323,169.519,706881.250,953887.420,76.8799889,8.6248612,81.606
774.673,121.639,706881.600,953839.540,76.8799899,8.6244283,80.532
774.733,399.889,706881.660,954117.790,76.8800029,8.6269438,92.150
774.793,471.699,706881.720,954189.600,76.8800067,8.6275930,93.745
774.903,153.079,706881.830,953870.980,76.8799934,8.6247125,81.198
774.903,351.879,706881.830,954069.780,76.8800023,8.6265097,91.667
774.933,358.839,706881.860,954076.740,76.8800029,8.6265727,92.093
774.933,471.219,706881.860,954189.120,76.8800079,8.6275886,93.745
775.043,351.399,706881.970,954069.300,76.8800036,8.6265054,91.667
775.073,358.359,706882.000,954076.260,76.8800041,8.6265683,92.093
775.093,432.629,706882.020,954150.530,76.8800077,8.6272398,92.176
775.133,145.899,706882.060,953863.800,76.8799952,8.6246476,81.469
775.253,375.629,706882.180,954093.530,76.8800066,8.6267244,92.004
775.393,375.149,706882.320,954093.050,76.8800078,8.6267201,92.004
775.493,498.569,706882.420,954216.470,76.8800142,8.6278359,93.998
775.523,450.009,706882.450,954167.910,76.8800123,8.6273969,93.519
775.533,369.859,706882.460,954087.760,76.8800088,8.6266723,92.000
775.663,449.529,706882.590,954167.430,76.8800136,8.6273925,93.519
775.833,345.219,706882.760,954063.120,76.8800105,8.6264495,92.085
775.913,365.009,706882.840,954082.910,76.8800121,8.6266284,92.035
775.973,344.739,706882.900,954062.640,76.8800117,8.6264452,92.085
776.053,386.869,706882.980,954104.770,76.8800143,8.6268260,91.697
776.113,409.069,706883.040,954126.970,76.8800159,8.6270267,92.176
776.153,490.129,706883.080,954208.030,76.8800199,8.6277595,93.888
776.193,386.389,706883.120,954104.290,76.8800156,8.6268217,91.697
776.313,393.029,706883.240,954110.930,76.8800170,8.6268817,92.158
776.463,392.559,706883.390,954110.460,76.8800183,8.6268774,92.158
776.483,458.799,706883.410,954176.700,76.8800214,8.6274763,93.649
776.913,176.039,706883.840,953893.940,76.8800127,8.6249200,81.630
776.983,138.929,706883.910,953856.830,76.8800117,8.6245845,80.661
777.043,444.369,706883.970,954162.270,76.8800259,8.6273458,92.537
777.173,338.029,706884.100,954055.930,76.8800223,8.6263844,92.093
777.183,443.889,706884.110,954161.790,76.8800271,8.6273415,92.537
777.233,420.379,706884.160,954138.280,76.8800265,8.6271289,92.117
777.313,337.549,706884.240,954055.450,76.8800236,8.6263801,92.093
777.373,419.899,706884.300,954137.800,76.8800278,8.6271246,92.117
